Issue key,Issue id,Summary,Issue Type,Affects Version/s,Affects Version/s,Affects Version/s,Created,Component/s,Component/s,Component/s,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Priority,Status,Fix Version/s,Fix Version/s,Fix Version/s,Custom field (Root Cause),Custom field (RCA Subcategory),Custom field (Code Merged Version),Custom field (Code Merged Version),Custom field (Code Merged Version),Custom field (Code Merged Version),Custom field (Code Merged Version),Resolution,Custom field (Resolved Date),Custom field (Urgency),Resolved,Custom field (Epic Link),Custom field (Target Release),Custom field (Defect Phase),Assignee
TM-35334,3692955,Missing ROS units 77726 and 29290,Bug,TASK-17.7.2.5,,,2023-Oct-19 4:24 AM,SAAS,,,CAN_BE_TESTED,K_DATALOAD,kernel-indus,MODULE_ROS_DATALOAD,MODULE_ROS_UNITS,Not_For_DevL3POD,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.10.1.0,,,Code Error,New Feature Bug,TASK-24.10.0.6,,,,,Work Complete,,,2024-Sep-12 9:26 AM,,,,AG9216
TM-35315,3692528,v17 - PL - PROD - Double unit ID in the location name in reports,Bug,TASK-24.3.2.3,,,2023-Oct-18 11:42 PM,SAAS,,,CAN_BE_TESTED,kernel-indus,MODULE_ROS_UNITS,Not_For_DevL3POD,RCA_Configuration_Issue,,,,,,,,,,,,,,,,,,,,,,,Low,Done,TASK-24.9.1.0,,,Others,Data Issue,,,,,,Closed by Salesforce,,,2024-Aug-26 4:55 AM,,,,SA9341
TM-35296,3691620,"v17- Projects - Resetting a project for a unit is not deleting previous survey answers from first project completion - Tareas - Restablecimiento de tareas, no borra respuestas anteriores (CHILE / PERÚ)",Bug,TASK-17.7.2.11,,,2023-Oct-18 9:13 AM,SAAS,,,24.5_TO_24.7,MOVE_24.10_TO_25.1,MOVE_24.8_TO_24.9,MOVE_24.9_TO_24.10,MOVE_25.1_TO_25.3,MOVE_25.3,Not_For_DevL3POD,RAR_ETL_FLOW_ISSUE,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.3.1.0,,,,Legacy,TASK-25.3.1.0,,,,,Work Complete,,,2025-Feb-27 4:22 PM,,,,NS7781
TM-35198,3689341,V17PP - GSR post action not appearing correctly on WEB,Bug,TASK-24.7.1.3,,,2023-Oct-17 10:52 AM,SAAS,,,CAN_BE_TESTED,CST_Required,CYB_MYWORK_QA_POD,DEV_HIGH_IMPACT_FUNCTIONALITY,ESCALATED_24.4,Not_For_DevL3POD,RCA_HadCase_DidNotRun,RCA_TM_QA_Execution_Missing,RELEASE,RELEASE_NOTES,Retrospective_Done,,,,,,,,,,,,,,,,,High,Done,,,,Code Error,Legacy,,,,,,Work Complete,,,2024-Sep-06 1:05 PM,,,,SP5894
TM-34710,3674997,Unable to Run QWalk Report,Bug,,,,2023-Oct-10 7:19 PM,SAAS,,,CST_Required,CYB_MYWORK_QA_POD,DevL3POD_CFRByOtherTeam,PI3_23_L3POD_Sprint_5,RAR_ENV_CONFIG_ISSUE,RCA_Need_More_Info,RCA_TM_QA_Need_More_Analysis,Retrospective_Done,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-23.10.2.4,TASK-23.11.2.2,TASK-23.12.0.0,,Environment Specific,,,,,,Work Complete,,,2024-Apr-11 4:05 PM,,,,AL5699
TM-34705,3675024,User file failures,Bug,TASK-17.7.2.9,,,2023-Oct-10 3:22 PM,SAAS,,,CAN_BE_TESTED,Kernel_Scrubbed,MOVE_24.8_TO_24.10,MOVE_25.1_TO_25.2,Not_For_DevL3POD,RCA_Missing,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-25.1.1.1,,,,Legacy,TASK-25.1.1.1,,,,,Work Complete,,,2025-Jan-09 10:03 AM,,,,SA9341
TM-34566,3670282,H&M - Unable to switch to Stores using Dutch(BE).,Bug,,,,2023-Oct-09 12:43 AM,SAAS,,,kernel-indus,Not_For_DevL3POD,RCA_Not_Bug,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Could Not Reproduce,,,,,,Works As Expected,,,2025-Jan-06 9:20 AM,,,,
TM-34423,3661448,DM User Login Issue (Preprod),Bug,TASK-17.7.2.9,,,2023-Oct-04 8:09 AM,SAAS,,,Not_For_DevL3POD,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.8.1.0,,,,Not In Scope,,,,,,Invalid,,,2024-Jul-09 4:09 PM,,,,
TM-34365,3659081,V17pp - View AI Report from notifications is prompting the user for the form id,Bug,TASK-17.7.2.4,TASK-24.3.2.6,,2023-Oct-03 7:23 AM,SAAS,,,24.5_TO_24.7,DEV_TO_CHECK,Not_For_DevL3POD,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.7.1.0,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2024-Sep-05 10:16 AM,,,,DR8222
TM-34324,3656610,BP: Custom report extract failing frequently,Bug,TASK-17.7.2.8,,,2023-Oct-02 6:59 AM,SAAS,,,RCA_Not_Bug,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Deployment,,,,,,No Longer Reproducible,,,2024-Apr-24 10:59 AM,,,,GR1203
TM-34316,3654742,V17 - MLV - Receive Project Approval Submission by Email,Bug,TASK-17.7.2.4,TASK-24.5.1.5,,2023-Sep-29 12:22 PM,SAAS,,,CST_Required,Not_For_DevL3POD,RCA_Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.8.1.0,,,Others,Duplicate Issue,TASK-24.8.1.0,,,,,Closed by Salesforce,,,2024-Sep-26 8:16 AM,,,,VK3578
TM-34247,3652390,V17 - PLN - Manual changes to resource required Workload to be envoked to see changes,Bug,,,,2023-Sep-28 6:05 AM,SAAS,,,24.5_TO_24.7,CAN_BE_TESTED,DEV_REVIEW_COMPLETE,Kernel_Scrubbed,Not_For_DevL3POD,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.8.0.0,,,,Deployment,,,,,,Work Complete,,,2024-Jul-24 9:10 AM,,,,MS5895
TM-34109,3647600,My Store Walks Widget is Blank when adding to the Manager/Leadership mobile profile on myDay in PreProd PreProd,Bug,,,,2023-Sep-26 11:53 AM,SAAS,,,24.5RRR_MOVE_TO_24.7_RRR,CAN_BE_TESTED,DEV_TO_CHECK,Not_For_DevL3POD,RCA_Performance_Scalability,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.8.1.0,,,,Performance,,,,,,Work Complete,,,2024-Jul-26 9:22 PM,RAR-6881,,,SJ4372
TM-33971,3641217,Watch Feature,Bug,,,,2023-Sep-22 4:30 PM,SAAS,,,CST_Required,CYB_MYWORK_Dev_POD,ESCALATED_24.4,Not_For_DevL3POD,RAR_ETL_FLOW_ISSUE,RCA_Duplicate,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.3.2.2,,,,Configuration,,,,,,Configuration Issue,,,2024-Jun-17 7:27 AM,,,,NS7781
TM-33953,3640664,Overdue walks key details showing start and end time incorrect,Bug,TASK-17.7.2.9,,,2023-Sep-22 9:22 AM,SAAS,,,CAN_BE_TESTED,CST_Required,DevL3POD_CFRByOtherTeam,PI3_23_L3POD_Sprint_4,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.2.0.1,,,,Configuration,TASK-24.2.0.1,,,,,Work Complete,,,2024-Aug-02 9:17 AM,,,,MP2227
TM-33799,3635855,V17 - MLV - form waiting for approval -> broken characters,Bug,,,,2023-Sep-20 4:41 AM,SAAS,,,CAN_BE_TESTED,CYB_MYWORK_Dev_POD,CYB_MYWORK_QA_POD,Not_For_DevL3POD,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.7.0.0,,,,Legacy,,,,,,Work Complete,,,2024-Apr-24 5:15 AM,,,,MS5895
TM-33752,3634342,v17 - Prod - South Africa - ROS / Units missing a Country when adding Units in the UI,Bug,TASK-17.7.2.5,,,2023-Sep-19 1:50 PM,SAAS,,,CAN_BE_TESTED,kernel-indus,MODULE_ROS_GEO_INFO,MODULE_ROS_UNITS,Not_For_DevL3POD,REOPENED_NOT_A_BUG,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.1.0.0,,,,Configuration,,,,,,Closed by Salesforce,,,2024-Nov-25 3:54 AM,,,,HD1845
TM-33744,3633927,OBI PP - Get Project API not all dates are ISO format,Bug,,,,2023-Sep-19 8:04 AM,SAAS,,,Not_For_DevL3POD,OBI_API,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.1.1.4,,,,Standardization,,,,,,Work Complete,,,2024-Jul-15 12:51 PM,,,,AK4189
TM-33595,3580949,FNBT QWALK PROD web/mobile- Cannot submit walk,Bug,,,,2023-Sep-14 4:37 PM,SAAS,,,DevL3POD,DEvL3POD_CFR,,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,,,,,Data Issue,,,,,,Script Issue,,,2024-Jun-15 6:11 PM,,,,
TM-33328,3574650,Walk summary thumbnail image size is not configurable,Bug,TASK-17.7.2.2,TASK-23.10.1.2,,2023-Sep-12 4:48 AM,SAAS,,,DevL3POD_CFRByOtherTeam,PI3_23_L3POD_Sprint_3,RAR_CLIENT_ISSUE,RAR_NOT_A_ISSUE,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2025-Jan-08 5:28 PM,,,,
TM-33249,3571672,DC has access that hasn't been granted permission,Bug,TASK-17.6.17.3,,,2023-Sep-11 3:08 AM,SAAS,,,assessed_from_kernel-indus,CYB_KERNEL_DEV,CYB_REOPENED,CYB_REOPENED_VALID,DevL3POD_CFRByOtherTeam,ESCALATED_24.4,kernel-indus,PI4_23_L3POD_Sprint_1,Retrospective_Done,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Data Issue,,,,,,Script Issue,,,2024-Jun-11 9:55 AM,,,,
TM-33103,3561186,Users cannot see the walk templates unless they filter by 'Withdrawn'. When filtering by withdrawn walks the user can then see published walks.,Bug,,,,2023-Sep-05 9:05 AM,SAAS,,,24.3_HOTFIX_TRACKER,CAN_BE_TESTED,DEV_HIGH_IMPACT_FUNCTIONALITY,DEV_REVIEW_COMPLETE,Not_For_DevL3POD,RELEASE_NOTES,Retrospective_Done,SWA_24_3_IMPACT_TEST,SWA_24_3_REVIEW_ADDED,SWA_DISC,SWA_DISC_NEEDED,TestCoverage_24.3_Done,,,,,,,,,,,,,,,,High,Done,TASK-24.3.0.0,TASK-24.3.1.1,,,Legacy,,,,,,Work Complete,,,2024-Apr-02 9:47 AM,,,,MS5895
TM-32742,3553492,QWalk: User able to submit walk after expiration time if accessed before,Bug,TASK-17.6.17.3,,,2023-Aug-31 7:35 AM,SAAS,,,Not_For_DevL3POD,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Configuration,,,,,,Work Complete,,,2024-Jul-23 9:48 PM,,,,MT1932
TM-32591,3545539,V17_PROD - No se visualizan los números de las tiendas mercado en app,Bug,TASK-17.6.17.2,,,2023-Aug-28 11:10 AM,SAAS,,,Not_For_DevL3POD,RAR_CLIENT_ISSUE,RAR_ETL_DATA_ISSUE,,,,,,,,,,,,,,,,,,,,,,,,,Low,Done,,,,Others,Duplicate Issue,,,,,,Closed by Salesforce,,,2024-Jul-26 4:55 PM,,,,AV6155
TM-32575,3545156,Unit file did not load on 8/20. Please Check,Bug,TASK-17.6.17.2,,,2023-Aug-28 7:36 AM,SAAS,,,RCA_Not_Bug,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Could Not Reproduce,,,,,,Cannot Reproduce,,,2024-Apr-11 8:10 AM,,,,
TM-32486,3541230,MPREIS PP: Audit Report shows different project counts depending on the language,Bug,TASK-17.7.1.1,,,2023-Aug-25 6:10 AM,SAAS,,,24.5RRR_MOVE_TO_24.7_RRR,Not_For_DevL3POD,RCA_Not_Bug,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,,,,,,,Closed by Salesforce,,,2024-Jun-20 5:15 AM,,,,AK4189
TM-32464,3540913,MYWORK 17.6 [UK] - Tables not displaying correct border colours,Bug,TASK-24.8.1.6,,,2023-Aug-25 3:17 AM,SAAS,,,CYB_RTM_BACKLOG_SKIP,DevL3POD_CFRByOtherTeam,PI3_23_L3POD_Sprint_2,TM_ColdStorage,,,,,,,,,,,,,,,,,,,,,,,,Low,Done,,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2024-Sep-22 3:45 AM,,,,AJ5718
TM-32273,3533556,v17 B&Q Kingfisher - Images templates,Bug,TASK-17.7.1.1,,,2023-Aug-22 3:50 AM,SAAS,,,CK_EDITOR_5,Not_For_DevL3POD,ReleaseNote,S_commit,TKT_CAT_PARITY_MISS,TM_ColdStorage,v17_Parity,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2024-Jul-02 10:19 PM,,TASK-25.1,,
TM-32116,3526350,V17_PROD Se están venciendo notificaciones de recorridos ejecutados,Bug,TASK-17.6.16.4,,,2023-Aug-17 12:05 PM,SAAS,,,CAN_BE_TESTED,CST_Required,DevL3POD_CFRByOtherTeam,PI3_23_L3POD_Sprint_2,RCA_Configuration_Issue,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.8.1.0,,,,Deployment,,,,,,Work Complete,,,2024-Jul-03 5:31 AM,,,,VK3578
TM-32027,3524041,PARTNER01- RTM-RWS Integration,Bug,,,,2023-Aug-16 7:47 AM,SAAS,,,CAN_BE_TESTED,DevL3POD_CFRByOtherTeam,PI3_23_L3POD_Sprint_3,RCA_Not_Bug,RWS,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Could Not Reproduce,,,,,,Works As Expected,,,2024-May-20 5:30 AM,,,,JD9860
TM-31988,3521873,V17 - ROS - Closure of shops,Bug,TASK-17.7.1.1,,,2023-Aug-15 5:03 PM,SAAS,,,CYB_KERNEL_DEV,CYB_RTM_FRI_STATUS_2024_11_29,Feature_Parity,kernel-indus,RCA_Duplicate,TM_PI4.23_Dev_Stretch,v17_Parity,WK_2024-11-25_IP,WK_2024-12-02_WFI,XVB863_Changed_Target,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.5.1.0,,,,Duplicate Issue,,,,,,Duplicate,,,2024-Dec-09 9:21 AM,,TASK-24.5,,NK9318
TM-31876,3513399,Blank report extracts are generating,Bug,,,,2023-Aug-10 11:16 AM,SAAS,,,RAR_CLIENT_ISSUE,RCA_Not_Bug,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Deployment,,,,,,No Longer Reproducible,,,2024-Apr-24 10:59 AM,,,,GR1203
TM-31803,3512438,v17 B&Q Kingfisher - Units: Currency is shown as USD,Bug,TASK-24.5.1.6,,,2023-Aug-10 6:19 AM,SAAS,,,24.5_TO_24.7,CAN_BE_TESTED,kernel-indus,MODULE_ROS_DATALOAD,MODULE_ROS_UNITS,Not_For_DevL3POD,v17_Feature_Enhancement_Request,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Duplicate Issue,,,,,,Duplicate,,,2024-Aug-07 7:46 PM,,,,SA9341
TM-31333,3490744,Reporte de carga  de archivos SFTP,Bug,TASK-17.5.9.3,,,2023-Aug-01 7:07 AM,SAAS,,,Not_For_DevL3POD,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.8.1.0,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2024-Jul-03 1:08 PM,,,,ML2529
TM-31114,3481514,About version details aren't showing up correct in prod and pre-prod,Bug,TASK-23.10.2.0,,,2023-Jul-26 2:23 PM,SAAS,,,Not_For_DevL3POD,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Done,,,,,Not a Bug,,,,,,Invalid,,,2024-Apr-26 4:43 PM,,,,
TM-31029,3478814,PetSmart pre-production: Unable to see incoming notification for attachment download,Bug,TASK-17.6.16.4,,,2023-Jul-25 10:04 AM,SAAS,,,CST_Required,CYB_MYWORK_Dev_POD,DevL3POD_CFRByOtherTeam,PI2_23_RTM_Sprint_6,RAR_CLIENT_ISSUE,RAR_NOT_A_ISSUE,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.7.1.0,,,,Environment Specific,,,,,,Work Complete,,,2024-Jun-13 9:09 AM,RAR-6881,,,MP2227
TM-30289,3395706,Change Application Names Displayed on Desktop,Bug,,,,2023-Jul-11 6:39 AM,SAAS,,,CAN_BE_TESTED,DEV_REVIEW_COMPLETE,Retrospective_Done,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-17.7.0.7,TASK-24.4.0.0,,,Configuration,,,,,,Fix in Next Release,,,2024-May-14 4:49 AM,,,,AG9216
TM-30049,3388038,HRCI dept_xfer does not update User Record's department,Bug,TASK-17.5.9.3,,,2023-Jul-06 7:13 AM,SAAS,,,24.5_TO_24.7,Kernel_Scrubbed,Not_For_DevL3POD,RCA_Not_Bug,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.7.1.0,,,,,,,,,,Closed by Salesforce,,,2024-Jun-12 1:53 PM,,,,NS2980
TM-29981,3385449,QCOMM (QCHAT) [UK/ROI] Q-Chat freezes when accessing via Desktop,Bug,TASK-23.10.1.4,,,2023-Jul-05 7:59 AM,SAAS,,,24.5_TO_24.7,CAN_BE_TESTED,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.7.0.0,,,Code Error,Performance,,,,,,Fixed in Latest Release,,,2024-May-15 2:27 PM,,,,DS1376
TM-29973,3385533,QCOM: Forum notifications not working when distribution is created using attribute selection,Bug,,,,2023-Jul-05 7:28 AM,SAAS,,,24.5_TO_24.7,Not_For_DevL3POD,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Duplicate Issue,,,,,,Work Complete,,,2025-Jan-08 5:21 PM,,,,PG4273
TM-29580,3372899,Cannot Complete Repeating Project w/ Store Walk attached,Bug,,,,2023-Jun-27 6:15 AM,SAAS,,,24.5_TO_24.7,DEV_TO_CHECK,DevL3POD_CFRByOtherTeam,PI3_23_L3POD_Sprint_4,SWA_DISC_NEEDED,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-23.11.1.0,,,,Legacy,,,,,,Duplicate,,,2024-May-31 8:33 PM,,,,AV6155
TM-28877,3353192,V17 Production - Emails Not Triggered When Project Recalled,Bug,TASK-17.5.9.3,,,2023-Jun-15 9:12 AM,SAAS,,,24.5RRR_MOVE_TO_24.7_RRR,CYB_REOPENED,CYB_REOPENED_NOT_VALID,CYB_RTM_Feat_Dev_POD,CYB_RTM_Feat_POD_QA,HOTFIX_PROVIDED,JUNIT_N,RCA_HadCase_DidNotRun,RCA_TM_QA_Coverage_Missing,Retrospective_Done,RTM_CONF_FIX,Scrum_QA_Validated,SONARLINT_N,,,,,,,,,,,,,,,Highest,Done,TASK-17.7.2.8,TASK-23.10.1.0,,,Environment Specific,,,,,,Work Complete,,,2024-Jun-12 11:26 AM,,,,
TM-28744,3350100,"CLONE - R5 | Deployment Ticket | Application not loading after upgrade to 17.5.1.21",Bug,,,,2023-Jun-13 4:36 PM,SAAS,,,INTERNAL,MOVE_TM-17.5.5_TO_17.5.7,Not_For_DevL3POD,PI1.23,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-17.6.20.0,,,,Could Not Reproduce,,,,,,Invalid,,,2024-Apr-27 10:47 AM,,TASK-17.5.5.0,,AJ8037
TM-28260,3336641,ROS: Device Status Report?,Bug,TASK-23.10.1.4,,,2023-Jun-06 4:31 PM,SAAS,,,CAN_BE_TESTED,Not_For_DevL3POD,RAR_CLIENT_ISSUE,RAR_STANDARD_REPORT_ISSUE,,,,,,,,,,,,,,,,,,,,,,,,Low,Done,TASK-24.3.0.1,,,,Environment Specific,,,,,,Work Complete,,,2024-May-06 11:48 AM,,,,DR8222
TM-28171,3332764,V17 Production - User Details Missing in Summary Completion Details,Bug,TASK-17.5.9.3,,,2023-Jun-05 10:32 AM,SAAS,,,24.3_HOTFIX_TRACKER,CFQ_Scrum_QA,CST_Required,CYB_MYWORK_QA_POD,MOVE_TM-17.5.12_TO_TM-17.6.18.0,Not_For_DevL3POD,RCA_Migration_Issue,RCA_TM_QA_Migration_Issue,REOPENED_NOT_A_BUG,Retrospective_Done,TestCoverage_Done,,,,,,,,,,,,,,,,,Highest,Done,TASK-24.8.1.0,,,,Legacy,TASK-24.8.0.4,,,,,Work Complete,,,2024-Aug-21 10:31 AM,,,,VK3578
TM-27967,3326544,Log Out and Log In Required for Private BC Message Change.,Bug,TASK-24.2.1.6,,,2023-Jun-01 3:22 AM,SAAS,,,24.5_TO_24.7,CST_Required,CYB_MYWORK_Dev_POD,CYB_MYWORK_QA_POD,RCA_Analysis_NotDone,RCA_Need_More_Info,RCA_TM_QA_Pending_Analysis,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.7.0.0,,,,Deployment,,,,,,Work Complete,,,2024-Apr-23 7:05 AM,,,,PR4060
TM-27693,3317333,Unit status upload for effective date in the past is successful but not effective,Bug,TASK-17.5.5.0,,,2023-May-26 1:55 AM,SAAS,,,24.5RRR_MOVE_TO_24.7_RRR,RCA_Analysis_NotDone,RCA_Need_More_Info,RCA_TM_QA_Pending_Analysis,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Not a Bug,,,,,,Done,,,2024-Oct-07 9:18 PM,,,,
TM-27576,3310458,Translation issues for Espanol language,Bug,TASK-17.5.7.2,,,2023-May-23 2:50 AM,SAAS,,,INTERNAL,Not_For_DevL3POD,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Not a Bug,,,,,,Work Complete,,,2025-Jan-08 5:13 PM,,,,
TM-27530,3308753,EMEA PARTNER01 - Solution Consultant Translation validation RTM (de_de),Bug,TASK-17,,,2023-May-22 5:44 AM,SAAS,,,INTERNAL,Not_For_DevL3POD,RCA_Not_Bug,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Standardization,,,,,,Work Complete,,,2024-Jun-14 8:12 AM,,,,RD7533
TM-27431,3304672,Q-Docs Share Option is not working,Bug,,,,2023-May-18 4:55 PM,SAAS,,,assessed_from_kernel-indus,CAN_BE_TESTED,CST_Required,CYB_MYWORK_Dev_POD,INTERNAL,kernel-indus,MOVE_17.6.18_TO_19.0,MOVE_TM-17.5.12_TO_TM-17.6.18.0,Not_For_DevL3POD,RCA_EnvSpecific_Missed,RCA_TestCase_Needed,RCA_TM_QA_Environmental_Issue,,,,,,,,,,,,,,,,Medium,Done,TASK-24.2.1.0,,,,Could Not Reproduce,,,,,,No Longer Reproducible,,,2024-Aug-15 2:21 PM,,,,VK3578
TM-27310,3296935,MYWORK 17 [UK] - Updated text for current duty manager,Bug,TASK-17.5.5.0,,,2023-May-15 12:36 PM,SAAS,,,24.5_TO_24.7,24.7_RRR,CAN_BE_TESTED,CFQ_Scrum_QA,CYB_MYWORK_QA_POD,DEV_REVIEW_COMPLETE,Kernel_Scrubbed,RCA_HadCase_RanAndMissed,RCA_TM_QA_Manual_Error,Retrospective_Done,SIT_Validation,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,Low,Done,TASK-24.7.1.0,,,,Legacy,,,,,,Work Complete,,,2024-Jun-25 6:34 AM,,,,PR4060
TM-27155,3286979,CL 03 SB :TTSC:Translation issue found for RTM modules,Bug,,,,2023-May-10 4:48 AM,SAAS,,,assessed_from_kernel-indus,DevL3POD_CFRByOtherTeam,INTERNAL,PI2_23_RTM_Sprint_2,RCA_Configuration_Issue,RCA_TestCase_Needed,RCA_TM_QA_Translation_Configuration,Retrospective_Done,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2025-Jan-08 5:15 PM,,,,PK1767
TM-26488,3265159,QCOMM User profile Pics,Bug,TASK-17.5.5.0,,,2023-Apr-28 5:29 AM,SAAS,,,INTERNAL,kernel-indus,MOVE_TM-17.5.12_TO_TM-17.6.18.0,RCA_New_Requirement,RCA_TM_QA_Client_Request,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.8.1.0,,,,Could Not Reproduce,,,,,,No Longer Reproducible,,,2025-Jan-08 5:11 PM,,,,SF2979
TM-26364,3259174,OXXO PP: Cross-site scripting (reflected) vulnerability found,Bug,,,,2023-Apr-25 10:01 PM,SAAS,,,CANNOT_BE_TESTED,ENG_CONVERT_TO_STORY,kernel-indus,Not_For_DevL3POD,SECURITY,WFM,,,,,,,,,,,,,,,,,,,,,,High,Verify,TASK-24.3.0.0,,,,Security,,,,,,Work Complete,,,2024-Oct-10 9:55 PM,,,,RK3336
TM-25920,3239013,Repeating Walks Set Up - Day of week showing incorrectly during set up when logged in with English Locale language Only,Bug,TASK-23.10.1.9,,,2023-Apr-13 12:47 PM,SAAS,,,Cluster79,DEvL3POD_CFR,DevL3POD_CFRByOtherTeam,INTERNAL,PI2_23_RTM_Sprint_1,RCA_EnvSpecific_Missed,RCA_TestCase_Needed,RCA_TM_QA_Environmental_Issue,Retrospective_Done,SP-WK-19-05-08,SP-WK-20-05-15,,,,,,,,,,,,,,,,,Low,Done,,,,,Configuration,,,,,,Work Complete,,,2025-Apr-21 3:54 AM,,,,AK4189
TM-25763,3236058,V17 SSI - Loss of functionality in BC Messaging,Bug,,,,2023-Apr-12 5:55 AM,SAAS,,,kernel-indus,Not_For_DevL3POD,RCA_EnvSpecific_Missed,RCA_TestCase_Needed,RCA_TM_QA_Environmental_Issue,Retrospective_Done,S_commit,TestCoverage_Done,v17_Parity,XVB863_Changed_Target,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.8.1.0,,,,Legacy,,,,,,Work Complete,,,2024-Jul-24 5:55 AM,,TASK-24.10,,SA9341
TM-25564,3229747,v17 UPC - RTM Distribution Naming Inaccuracy,Bug,,,,2023-Apr-07 11:02 AM,SAAS,,,CST_Required,CYB_RTM_Feat_Dev_On_Hold,DEV_REVIEW_COMPLETE,ENG_CONVERT_TO_EPIC,RCA_New_Requirement,RCA_TM_QA_PIR_Feature_Missing,Retrospective_Done,TestCoverage_24.3_Done,TestCoverage_Done,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.3.2.0,TASK-24.4.1.0,,,Legacy,,,,,,Work Complete,,,2024-May-14 12:46 AM,TM-1336,,,DS1376
TM-25286,3216943,CLONE - R5 / Deployment Ticket / Dashboard Project Snippets - Field View Permission,Bug,,,,2023-Mar-30 10:42 AM,SAAS,,,CST_Required,MOVE_TM-17.5.7_TO_17.5.9.0,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.5.0.0,,,Code Error,Legacy,,,,,,Work Complete,,,2024-Apr-02 10:04 AM,RAR-6652,,,SD7273
TM-24791,3188384,"CLONE - Editing 'transaction types' for a Device and hitting save, takes you to RWS screen",Bug,,,,2023-Mar-15 4:52 AM,WFM,,,CAN_BE_TESTED,Not_For_DevL3POD,WorkForceManagement_PI1.24_AskOn_TaskManagement,WorkForceManagement_PI2.23_AskOn_TaskManagement,WorkForceManagement_PI4.23_AskOn_TaskManagement,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Could Not Reproduce,,,,,,Cannot Reproduce,,,2024-Jul-31 4:13 PM,,,,ST9487
